PaperCut Print Logger - http://www.papercut.com/
Time,User,Pages,Copies,Printer,Document Name,Client,Paper Size,Language,Height,Width,Duplex,Grayscale,Size
2017-07-12 08:28:46,2762200,1,1,Almoxarifado,"Simples Nacional",CAPAU-250995,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1000kb,
2017-07-12 08:29:33,2762200,1,1,Almoxarifado,"certidao_23387060000104.pdf",CAPAU-250995,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1063kb,
2017-07-12 08:32:28,2762200,1,1,Almoxarifado,"https://www.sifge.caixa.gov.br/Empresa/...=&VARCoNumRegul=2017062904214293776806",CAPAU-250995,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,884kb,
2017-07-12 09:58:02,2178304,1,1,Almoxarifado,"http://consulta.tesouro.fazenda.gov.br/gru_novosite/gerarHTML.asp",CAPAU-251028,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1421kb,
2017-07-12 10:00:04,2178304,1,1,Almoxarifado,"http://consulta.tesouro.fazenda.gov.br/gru_novosite/gerarHTML.asp",CAPAU-251028,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1421kb,
2017-07-12 14:46:51,2151590,2,1,Almoxarifado,"ACFrOgDKhT8RhBOLfBifz2Md6Ti4YXdBhHLw23wi2hy0h9aFjdD82iMu4km6D8t-w344JpG1eBj8Jkwsgm5fnz7mQokzVLbnCyn7ULR8dsBsTn_MY3rG5DQSh8ht_Z4=",CAPAU-251010,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1771kb,
2017-07-12 14:47:02,2151590,2,1,Almoxarifado,"ACFrOgCKV4dquXu79RQC2g5EA1N4hQpQrjRAgC9YkN801PKAjh0NcDp1jw8pffDsk-RuxMfKQcGNuvMHEUXPgnGEFfP5lOdJpXAiNkaYrBDppZZidhnPvbyprORH07w=",CAPAU-251010,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1771kb,
2017-07-12 14:47:13,2151590,2,1,Almoxarifado,"ACFrOgCx368M8hkN6u6yBSVO-Y-eVa5uBwijK0bBaIGoY_2phrXY50sZffq3Up62aWuR9zjy9s_1mBBgM3sRFYopUkqs9V8BPnu4MzITt1zIVDy131AzbtzbnZaH6w0=",CAPAU-251010,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1770kb,
2017-07-12 15:21:29,2151590,1,1,Almoxarifado,"Microsoft Word - Memo 61",CAPAU-251010,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,866kb,
2017-07-12 15:59:59,2151590,1,1,Almoxarifado,"Microsoft Word - Memo 61",CAPAU-251010,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,890kb,
2017-07-12 16:15:54,2151185,7,1,Pedagogico,"RECUPERAÇÃO DO segundo ANO DE AGro e min.pdf",CAPAU-251013,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,1256kb,
2017-07-12 16:17:06,2151185,1,1,Pedagogico,"RECUPERAÇÃO DO segundo ANO DE AGro e min.pdf",CAPAU-251013,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,232kb,
2017-07-12 16:19:11,2151185,1,1,Pedagogico,"RECUPERAÇÃO DO segundo ANO DE AGro e min.pdf",CAPAU-251013,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,232kb,
2017-07-12 16:20:52,2152058,7,1,Pedagogico,"RECUPERAÇÃO DO segundo ANO DE AGro e min.pdf",CAPAU-251018,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,1256kb,
2017-07-12 16:22:16,2152058,1,1,Pedagogico,"RECUPERAÇÃO DO segundo ANO DE AGro e min.pdf",CAPAU-251018,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,232kb,
2017-07-12 16:28:21,2152058,1,1,Pedagogico,"Página de teste",CAPAU-251018,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,60kb,
2017-07-12 16:55:05,1060949,1,1,Biblioteca,"http://consulta.tesouro.fazenda.gov.br/gru_novosite/gerarHTML.asp",CAPAU-111255,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1363kb,
2017-07-12 19:04:50,1060949,1,1,Biblioteca,"http://consulta.tesouro.fazenda.gov.br/gru_novosite/gerarHTML.asp",CAPAU-111255,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1363kb,
2017-07-12 19:05:43,1060949,1,1,Biblioteca,"http://consulta.tesouro.fazenda.gov.br/gru_novosite/gerarHTML.asp",CAPAU-111255,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1363kb,
2017-07-12 19:07:05,1060949,1,1,Biblioteca,"http://consulta.tesouro.fazenda.gov.br/gru_novosite/gerarHTML.asp",CAPAU-111255,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1363kb,
