PaperCut Print Logger - http://www.papercut.com/
Time,User,Pages,Copies,Printer,Document Name,Client,Paper Size,Language,Height,Width,Duplex,Grayscale,Size
2017-07-18 08:21:57,2178394,3,1,Biblioteca,"ACFrOgABvz_HhUN1g27TnynGMNDkZQwGAEI7ysW5PUTNr6sCR4qm80mgr7uvb7f3kuEdlLvtrPAxSS2XccGMXcY0V9HKsLDWRfrSXM4Ubg0vj8FQol0RKdwKbimxQak=",CAPAU-111257,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,2362kb,
2017-07-18 08:24:06,2178394,3,1,Biblioteca,"ACFrOgABvz_HhUN1g27TnynGMNDkZQwGAEI7ysW5PUTNr6sCR4qm80mgr7uvb7f3kuEdlLvtrPAxSS2XccGMXcY0V9HKsLDWRfrSXM4Ubg0vj8FQol0RKdwKbimxQak=",CAPAU-111257,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,2353kb,
2017-07-18 08:25:03,2178394,3,1,Biblioteca,"ACFrOgABvz_HhUN1g27TnynGMNDkZQwGAEI7ysW5PUTNr6sCR4qm80mgr7uvb7f3kuEdlLvtrPAxSS2XccGMXcY0V9HKsLDWRfrSXM4Ubg0vj8FQol0RKdwKbimxQak=",CAPAU-111257,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,2353kb,
2017-07-18 09:11:42,2160484,1,1,Coord_Cursos,"Microsoft Word - Documento1",CAPAU-251024,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,15kb,
2017-07-18 09:36:55,2068517,1,1,Coord_Cursos,"Microsoft Word - Documento1",CAPAU-251003,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,15kb,
2017-07-18 09:39:46,2151205,1,1,Coord_Cursos,"Página de teste",CAPAU-251029,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,59kb,
2017-07-18 09:40:30,2151205,1,1,Coord_Cursos,"Página de teste",CAPAU-251029,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,59kb,
2017-07-18 09:41:27,2068517,1,1,Coord_Cursos,"Microsoft Word - Documento1",CAPAU-251003,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,16kb,
2017-07-18 16:25:36,2160484,1,1,Coord_Cursos,"Página de teste",CAPAU-251024,A4,ZJSTREAM,,,NOT DUPLEX,GRAYSCALE,61kb,
2017-07-18 16:42:48,2762200,1,1,Almoxarifado,"Relatórios 80 colunas - B",CAPAU-250995,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1042kb,
2017-07-18 16:50:21,2762200,1,1,Almoxarifado,"Simples Nacional",CAPAU-250995,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,999kb,
2017-07-18 16:51:15,2762200,1,1,Almoxarifado,"certidao_14272952000179.pdf",CAPAU-250995,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1061kb,
2017-07-18 16:51:56,2762200,1,1,Almoxarifado,"consultarSituacaoFornecedor-3.pdf",CAPAU-250995,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1117kb,
2017-07-18 17:05:23,2178304,1,1,Almoxarifado,"capa_23178.000214_2017-14.pdf",CAPAU-251028,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,676kb,
2017-07-18 17:05:45,2178304,1,1,Almoxarifado,"capa_23178.000214_2017-14.pdf",CAPAU-251028,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,787kb,
2017-07-18 17:37:39,2264079,1,1,DAP,"SIASGnet-DC - Divulgar Pedido de Cotação Eletrônica",CAPAU-250998,A4,PCL5,,,NOT DUPLEX,NOT GRAYSCALE,147kb,
